org,repo,branch,clone_url,repo_size_kb
OrgLabThree,Repo-1,main,https://github.com/OrgLabThree/Repo-1.git,4
OrgLabThree,Repo-1,old,https://github.com/OrgLabThree/Repo-1.git,4
OrgLabThree,Repo-2,lal,https://github.com/OrgLabThree/Repo-2.git,9
OrgLabThree,Repo-2,main,https://github.com/OrgLabThree/Repo-2.git,9
